Categoria,Posicao,Cod_dekoreba,English,Portuguese,Spanish,French,German,Italian
substantivos,3,330,god,Deus,divinidad,déité,Götter,deità
substantivos,1,331,appeal,deleite,agrado,plaisir,Freude,piacere
substantivos,2,331,fun,delícia,placer,délice,Genuß,delizia
substantivos,1,332,demand,demanda,demanda,exige,Bedarf,richiesta
substantivos,2,332,claim,pedido,exigencia,demande,Anfrage,esìgere
substantivos,3,332,application,solicitação,-,exigence,Nachfrage,domanda
substantivos,1,333,demon,demônio,demonio,démon,Dämon,demonio
substantivos,2,333,devil,diabos,adiós,diable,Teufel,diavolo
substantivos,3,333,hellhound,mas que inferno,diablo,Diable,Unhold,demone
substantivos,1,334,dentist,dentista,dentista,dentiste,Zahnarzt,dentista
substantivos,2,334,dental practitioner,odontólogo,odontólogo,stomatologiste,Dentist,odontoiatra
substantivos,3,334,tooth doctor,odontologista,estomatólogo,stomatologue,Zahnärztin,stomatologo
substantivos,1,335,deposit,depósito,depósito,dépôt,Depot,tino-botte
substantivos,2,335,magazine,precipitado,deposito,foudre,Einlage,precipitazione
substantivos,3,335,cask,precipitação,barril,formation d’un précipité,Fuder,magazzino
substantivos,1,336,stroke,derrame,derrame,accident vasculaire cérébral,Schlag,versamento
substantivos,2,336,pour,efusão,efusión,attaque cérébrale,Schlaganfall,cianosi
substantivos,3,336,spill,apoplexia,apoplejía,effusion,Ausströmen,apoplessia
substantivos,1,337,toon,desenho,dibujo,BD,Bild,disegno
substantivos,2,337,design,Desenho técnico,diseño,bande dessinée,Zeichnung,ritrattistica
substantivos,3,337,draught,projeto,designio,dessin,Zeichnen,design
substantivos,1,338,desert,deserto,desierto,désert,Wüste,deserto
substantivos,2,338,waste,ermo,desiertos,désolé,Einöde,deserti
substantivos,3,338,bare,páramo,desolado,friche,unbewohnt,distesa desolata
substantivos,1,339,aggravation,aborrecimento,ofensa,offense,Beleidigung,schifo
substantivos,2,339,displeasure,desgosto,repugnancia,dégoût,Abneigung,dolore
substantivos,3,339,disgust,ofensa,disgusto,chagrin,Ärger,crepacuore
substantivos,1,340,parade,desfile,desfile,défilé,Defilee,parata
substantivos,2,340,procession,parada,parada,parade,Parade,sfilata
substantivos,1,341,detail,detalhe,detalle,détail,Detail,dettaglio
substantivos,2,341,retail,minúcia,particularidad,point,Einzelheit,particolare
substantivos,3,341,accent,particularidade,pormenor,minutie,Nebensächlichkeit,minuzia
substantivos,1,342,diadem,diadema,corona,diadème,Diadem,corona
substantivos,2,342,crown,Diadema,diadema,corolle,-,diadema
substantivos,1,343,dialogue,diálogo,diálogo,dialogue,Dialog,dialogo
substantivos,2,343,dialog,Diálogo,conversación,conversation,Wechselrede,colloquio
substantivos,3,343,exchange,conversa,interlocución,-,Zwiegespräch,conversazione
substantivos,1,344,diamond,diamante,diamante,diamant,Diamant,diamante
substantivos,1,345,daily,diarista,diario,femme de ménage,Tageszeitung,donna di servizio
substantivos,2,345,charwoman,diário,-,quotidien,-,quotidiano
substantivos,1,346,daily,diário,diario,journalier,täglich,giornaliero
substantivos,2,346,diary,diarista,adocenado,quotidien,Tageszeitung,quotidiano
substantivos,3,346,everyday,banal,cotidiano,femme de ménage,Tagebuch,donna di servizio
substantivos,1,347,diet,dieta,régimen,diète,Diät,dieta
substantivos,2,347,diets,avaliação do historial dietético,dieta,dietë,Kost,regime
substantivos,3,347,dietary history assessment,avaliação nutricional da dieta,dietas,régime alimentaire,Nahrung,anamnesi dietetica
substantivos,1,348,difference,diferença,diferencia,différence,Andersartigkeit,differenza
substantivos,2,348,dissimilarity,atraso,desfase,dissemblance,Anderssein,diversità
substantivos,3,348,lag,defasagem,plazo,décalage,Differenz,distinzione
substantivos,1,349,difficulty,dificuldade,dificultad,difficulté,Schwierigkeit,difficoltà
substantivos,2,349,toughness,problema,incomodidad,complication,Knoten,briga
substantivos,3,349,hardness,obstáculo,problema,problème,Mühe,contrarietà
substantivos,1,350,money,dinheiro,efectivo,espèces,Bargeld,contanti
substantivos,2,350,cash,moeda,dinero,argent,Geld,liquidi
substantivos,3,350,change,finanças,moneda,monnaie,Knete,denaro
substantivos,1,351,dinosaur,dinossauro,dinosaurio,dinosaure,Dinosaurier,dinosauro
substantivos,2,351,dinosaurs,dinossáurio,dinosauria,dinosaurien,dinosaurier,dinosauri
substantivos,1,352,path,direção,dirección,ligne,Bahn,direzione
substantivos,2,352,way,linha,línea,trajectoire,Kurs,linea
substantivos,3,352,direction,trajetória,control,direction,Regie,rotta
substantivos,1,353,director,diretor,director,administrateur,Führer,regista
substantivos,2,353,executive officer,administrador,directivo,directeur,Leiter,regista cinematografico
substantivos,3,353,warden,gerente,presidente,directrice,Regisseur,regista teatrale
substantivos,1,354,disguise,disfarce,disfraz,déguisement,Maske,camuffamento
substantivos,2,354,costume,-,-,-,Schleier,maschera
substantivos,3,354,cloak,-,-,-,Verkleidung,travestimento
substantivos,1,355,circle,círculo,esfera,disque,Scheibe,sfera
substantivos,2,355,disk,disco,disco,disquette,Platte,disco
substantivos,3,355,disc,cultivador,cultivadores,canadien,Schallplatte,CD
substantivos,1,356,diva,diva,divo,prima donna,Primadonna,primadonna
substantivos,1,357,diversion,diversão,diversión,amusement,Belustigung,diversione
substantivos,2,357,amusement,excitação,entretenimiento,loisir,Erholung,deviazione
substantivos,3,357,fun,recreaçao,recreación,récréation,Spaß,deviazioni
substantivos,1,358,divorce,divórcio,divorcio,divorce,Ehescheidung,divorzio
substantivos,1,359,donation,doação,donación,donation,Abgabe,donazione
substantivos,2,359,charity,caridade,donativo,charité,Spende,carità
substantivos,3,359,grant,auxílio,subsidio,don,Beitrag,lascito
substantivos,1,360,sweet,doce,dulce,doux,süß,dolce
substantivos,2,360,candy,acepipe,azucarado,sucré,Süßigkeit,zuccheroso
substantivos,3,360,dainty,coisa doce,caramelo,douce,Balsam,dolcificato
substantivos,1,361,disease,doença,enfermedad,maladie,Krankheit,malattia
substantivos,2,361,disorder,Doença profissional,aura,infirmité,Erkrankung,patologia
substantivos,3,361,illness,Patologia,convalecencia,aura,Gebrechen,aura
substantivos,1,362,act,acto,acta,document,Akt,atto
substantivos,2,362,certificate,auto,acto,livre blanc,Akte,azione
substantivos,3,362,deed,documento,certificado,papier,Beweisstück,documento
substantivos,1,363,gift,dom,don,don,Begabung,dote
substantivos,2,363,skill,presente,talento,monsieur,Gabe,estro
substantivos,3,363,ability,talento,dádiva,cadeau,Geschenk,talento
substantivos,1,364,Sunday,domingo,domingo,dimanche,Sonntag,domenica
substantivos,2,364,weekstart,-,Domingo,Un,-e,Domenica
substantivos,1,365,grant,auxílio,donación,aide financière,Subvention,donazione
substantivos,2,365,gift,doação,subsidio,concours financier,Zuschuß,dono
substantivos,3,365,dole,donativo,subvención,don,unentgeltliche Leistung,elargizione
substantivos,1,366,bedroom,dormitório,alcoba,chambre,Schlafzimmer,camera
substantivos,2,366,sleeping accommodation,quarto,dormitorio,chambre à coucher,Schlafgemach,dormitorio
substantivos,3,366,sleeping place,câmara,cama,dortoir,Schlafraum,alcova
substantivos,1,367,dose,dose,dosis,contingent,Dosis,dose
substantivos,2,367,hit,Dose,trago,part,Portion,cartina
substantivos,3,367,draught,dosagem,chupito,portion,Shot,dosaggio
substantivos,1,368,dragon,dragão,dragón,dragon,Drache,drago
substantivos,2,368,flying dragon,Dragão,bruja,dragon volant,Lindwurm,dragone
substantivos,3,368,flying lizard,Dragões,guiverno,Dragon,Drachen,dragonessa
substantivos,1,369,drama,drama,dramatización,théâtre,Drama,animazione teatrale
substantivos,2,369,dramatic play,teatro,drama,drame,Schauspiel,dramma
substantivos,3,369,play,-,teatro,bruit,-,arte teatrale
substantivos,1,370,shit,droga,carajo,merde,Doping,cazzo
substantivos,2,370,drug,merda,mierda,dopage,Arzneimittel,merda
substantivos,3,370,dope,"""dooping""",puta,doping,Chemotherapeutikum,doping
substantivos,1,371,shower,ducha,ducha,douche,Dusche,doccia
substantivos,1,372,dubbing,dublagem,doblaje,doublage,Synchronisation,doppiaggio
substantivos,1,374,duel,duelo,duelo,duel,Duell,duello
substantivos,2,374,affaire d’honneur,-,-,deuil,Zweikampf,singolar tenzone
substantivos,1,375,dune,duna,dunas,dune,Düne,dune
substantivos,2,375,dunes,duna de areia,duna,dune de sable,Sanddüne,duna
substantivos,1,376,couple,dupla,par,paire,Doppel,coppia
substantivos,2,376,duet,par,pareja,andouille,Paar,paio
substantivos,3,376,pair,casal,dupla,saucisse,Duo,binomio
substantivos,1,377,duke,duque,duque,duc,Herzog,duca
substantivos,2,377,duchess,duquesa,duquesa,duchesse,Herzogin,duchessa
substantivos,1,378,hardness,dureza,dureza,dureté,Härte,compattezza
substantivos,2,378,harshness,rigidez,firmeza,endurcissement,Festigkeit,durezza
substantivos,3,378,firmness,rigor,austeridad,trempe,-en,asprezza
substantivos,1,379,qualm,dúvida,escrupulo,scrupule,Bedenken,scrupolo
substantivos,2,379,doubt,escrúpulo,naúsea,doute,Skrupel,dubbio
substantivos,3,379,disbelief,incerteza,duda,douter,Zweifel,mettere in dubbio
substantivos,1,380,echo,eco,eco,écho,Echo,eco
substantivos,2,380,reaction,reacção,reacción,répercussion,Widerhall,ripetere
substantivos,3,380,relaying,ecoar,hacer coro,faire,Gegenwirkung,ripercussione
substantivos,1,381,building,edifício,edificio,bâtiment,Gebäude,edificio
substantivos,2,381,construction,construção,construcción,immeuble,Bau,palazzo
substantivos,3,381,mansion,mansão,inmueble,édifice,Bauwerk,immobile ou
substantivos,1,382,duvet,edredom,edredón,couette,Daunendecke,piumino
substantivos,2,382,eiderdown,colcha,acolchado,édredon,Quilt,piumone
substantivos,3,382,quilt,-,colcha,drap,Federbett,trapunta
substantivos,1,383,effect,efeito,efecto,impression,Auswirkung,impressione
substantivos,2,383,air,impresso,huella,effet,Wirkung,effetto
substantivos,3,383,aura,impressão,impresión,conséquence,Abdruck,influenza
substantivos,1,385,horse,cavalo,caballo,jument,Pferd,cavallo
substantivos,2,385,mare,égua,yegua,cheval,Stute,cavalla
substantivos,3,385,mares,cavalo de pau,caballa,equus caballus,Mähre,cavalle
substantivos,1,386,threshing-floor,eira,era,aire,Tenne,aia
substantivos,1,387,axis,eixo,eje,axe,Achse,asse
substantivos,2,387,axle,veio,árbol,essieu,Bündnis,assale
substantivos,3,387,spindle,carniça,peón,axis,Mittellinie,perno
substantivos,1,388,troop,companhia,tropa,troupe,Truppe,compagnia
substantivos,2,388,ensemble,elenco,compañía,compagnie,Index,troupe
substantivos,3,388,stable,trupe,reparto,entreprise,Inhaltsverzeichnis,cast
substantivos,1,389,elephant,elefanta,elefante,éléphant,Elefant,elefante
substantivos,2,389,elephants,elefante,elephantidae,Éléphant,Elephant,elefanti
substantivos,1,390,lift,elevador,ascensor,ascenseur,Lift,ascensore
substantivos,2,390,elevator,ascensor,montacargas,curseur,Fahrstuhl,cursore
substantivos,3,390,thumb,botão,elevador,lève palette,Aufzug,elevatori
substantivos,1,391,elite,elite,elite,élite,Elite,élite
substantivos,1,392,acclaim,elogio,alabanza,louange,Lob,lode
substantivos,2,392,praise,louvor,encomio,éloge,Kompliment,elogiare
substantivos,3,392,compliment,glória,elogio,cantique,Belobigung,elogio
substantivos,1,393,package,embalagem,contenedores,conteneur,Behälter,contenitori
substantivos,2,393,wrapping,caixa para embalagem,recipientes,récipient,Schachtel,contenitori per confezionamento
substantivos,3,393,containers,acondicionamento,embalaje,récipient de conditionnement,Abfüllung,confezionamento
substantivos,1,394,ambassador,embaixador,embajador,ambassadeur,Botschafter,ambasciatore
substantivos,2,394,embassador,Embaixadores,diplomático,ambassade,-n,ambasciatrice
substantivos,3,394,legate,embaixadora,embajadora,ambassadrice,Vertreter -s,diplomatico
substantivos,1,396,seam,cicatriz,accesorio,cicatrice,Saum,addizione
substantivos,2,396,amendment,emenda,anexo,couture,Anhang,conto
substantivos,3,396,accessory,rachadura,apéndice,appendice,Anhängsel,vivagno
substantivos,1,397,broadcast,emissão,emisión,émission,Ausstrahlung,emissione
substantivos,2,397,issue,envio,programa,délivrance,Übertragung,programma
substantivos,3,397,emission,fornecimento,envío,problème,Emission,trasmissione
substantivos,1,398,affect,emoção,afecto,émotion,Mitleidenschaft,emozione
substantivos,2,398,emotion,abalo,emoción,sentiment,Empfindung,commozione
substantivos,3,398,feeling,comoção,sensación,affect,Gefühl,sensazione
substantivos,1,399,pasty,empada,empanada,pâté,Pastete,pasticcio
substantivos,2,399,pie,pastel,pastel,gâteau,Kuchen,crostata
substantivos,3,399,patty,Pastel,pizza,tarte,Obstkuchen,pasta
substantivos,1,400,tie,empate,empate,match nul,Remis,pareggio
substantivos,2,400,draw,patê,tablas,ballottage,Unentschieden,patta
substantivos,1,401,work,emprego,cargo,service,Arbeitsplatz,divisione
substantivos,2,401,attendance,cargo,departamento,fonction,Amt,funzione
substantivos,3,401,branch,lugar,empleo,emploi,Anstellung,impiego
substantivos,1,402,loan,empréstimo,préstamo,emprunt,Anleihe,richiesta di prestito
substantivos,2,402,borrowing,Empréstimo a estudantes,préstamos,prêt,Darlehen,mutuo
substantivos,3,402,loans,Empréstimo,prestamo,Emprunt,Kredit,prestito
substantivos,1,403,spell,encantamento,encanto,charme,Zauberspruch,attrattiva
substantivos,2,403,sorcery,encanto,magia negra,enchantement,Zauber,grazia
substantivos,3,403,charm,feitiço,atractivo,sortilège,Zaubern,fascino
substantivos,1,404,flood,enchente,inundación,inondation,Flut,alluvione
substantivos,2,404,flux,inundação,crecida,crue,Hochwasser,inondazione
substantivos,3,404,floods,controlo de cheias,avenida,innondation,Überschwemmung,alta marea
substantivos,1,405,order,encomenda,mandato,commande,Bestellung,ordinazione
substantivos,2,405,booking,pedido,orden,Soumission,Order,ordine
substantivos,3,405,procurement,ordem,demanda,ordre,Auftrag,commissione
substantivos,1,406,address,endereço,dirección,adresse,Adresse,indirizzo
substantivos,2,406,ability,destino,acierto,suscription,Anschrift,abilità
substantivos,3,406,accomplishment,sobrescrito,agilidad,destination,Geschicklichkeit,destrezza
substantivos,1,407,energy,energia,energía,énergie,Energie,energia
substantivos,2,407,power,vigor,nervio,entrain,Tatkraft,vigore
substantivos,3,407,force,vitalidade,vigor,gingembre,Energiequelle,dinamismo
substantivos,1,408,nurse,enfermeiro,enfermero,infirmier,Krankenschwester,infermiere
substantivos,2,408,male nurse,Enfermeiros,enfermera,infirmière,Krankenpfleger,infermiera
substantivos,3,408,medical assistant,aia,practicante,aide-médecin,Sanitäter,infermiere diplomato
substantivos,1,409,mistake,engano,equivocación,erreur,Fehler,errore
substantivos,2,409,misunderstanding,equívoco,error,fraude,Beschiss,sbaglio
substantivos,3,409,error,erro,engaño,tromperie,Betrug,equivoco
substantivos,1,410,engineer,engenheiro,ingeniero,ingénieur,Ingenieur,ingegnere
substantivos,2,410,engineers,Engenheiro,ingenieros,ingénieure,Ingenieurin,ingegneri
substantivos,3,410,applied scientist,-,ingeniera,technologiste,Techniker,ingengnere
substantivos,1,411,gear,engrenagem,engranage,engrenage,Schaltung,andamento
substantivos,2,411,mesh,roda dentada,engranaje,roue dentée,Zahnrad,ingranaggio
substantivos,3,411,cogwheel,-,rueda de engranaje,pignon,Ritzel,ruota dentata
substantivos,1,412,feeling sick,enjoo,Ganas de vomitar,nausée,Nausea,nausea
substantivos,2,412,nausea,náusea,náusea,maladie,übelkeit,malattia
substantivos,3,412,illness,repugnância,afección,mal de mer,Seekrankheit,male
substantivos,1,413,union,enlace,enlace,liaison,Bindung,binding
substantivos,2,413,marriage,ligação,nudo,lien,Eheschließung,legame
substantivos,3,413,binding,liame,trabadura,linkup,Heirat,legatura
substantivos,1,414,intrigue,enredo,intriga,intrigue,Verwicklung,intreccio
substantivos,2,414,plot,argumento,argumento,complot,-,intrigo
substantivos,3,414,thread,-,asunto,parcelle,-,orditura
substantivos,1,415,trial,ensaio,ensayo,dissertation,Probe,saggio
substantivos,2,415,essay,experiência,experimento,essai,Prüfung,ID + CO
substantivos,3,415,composition,prova,prueba,mémoire,Versuch,analisi
substantivos,1,416,stew,ensopado,ragú,ragoût,Ragout,inzuppato
substantivos,2,416,drip,ragu,empapado,trempé,durchnässt,stufato
substantivos,3,416,dripping,encharcado,remojado,dégouttement,klatschnass,sgocciolio
substantivos,1,418,stepson,enteado,hijastro,beau-fils,Stiefsohn,figliastro
substantivos,2,418,stepchild,enteada,antenado,enfant d’un autre lit,Stiefkind,cenerentola
substantivos,3,418,stepdaughter,-,entenado,belle-fille,-,figliastra
substantivos,1,419,burial,enterro,enterramiento,obsèques,Begräbnis,funerale
substantivos,2,419,funeral,sepultamento,entierro,enterrement,Beisetzung,inumazione
substantivos,3,419,interment,enterramento,inhumación,enfouissement,Beerdigung,sepoltura
substantivos,1,420,entity,entidade,entidad,entité,Entität,entità
substantivos,2,420,agency,ente,ente,chose,Dasein,cosa
substantivos,3,420,organization,ser,-,entite,Sein,Entita
substantivos,1,421,mouth,boca,entrada,embouchure,Eingang Zutritt,imboccatùra
substantivos,2,421,entrance,entrada,anticipo,entrée,Eintrag,imbócco
substantivos,3,421,entry,orifício,cuota inicial,inscription,Zutritt,entrata
substantivos,1,422,debris,destroços,escombros,déblai,Schutt,cianfrusaglia
substantivos,2,422,rubble,entulho,-,débri,Kehricht,detrito
substantivos,3,422,dump,escombros,-,débris,Müll,macerie
substantivos,1,423,envelope,envelope,cubierta,enveloppe,Briefumschlag,busta
substantivos,2,423,shell,invólucro,sobre,-,Kuvert,envelope
substantivos,3,423,-,sobrecarta,envoltura,-,Umschlag,involucro
substantivos,1,424,enzyme,enzima,enzima,enzyme,Enzym,enzima
substantivos,2,424,enzymes,Enzimas,enzimas,enzymes,Ferment,enzimi
substantivos,1,425,epidemic,epidemia,epidemia,épidémie,Epidemie,contagio
substantivos,2,425,outbreak,andaço,brote epidémico,qui a un caractère d’épidémie,Seuche,epidemia
substantivos,3,425,disease outbreak,epifitia,epizootia,épidémique,epidemisch,epifizia
substantivos,1,426,episode,episódio,episodio,épisode,Episode,attacco
substantivos,2,426,instalment,-,anécdota,événement,Kapitel,episodio
substantivos,3,426,installment,-,capítulo,-,Folge,puntata
substantivos,1,427,epitaph,epitáfio,epitafio,épitaphe,Grabinschrift,epitaffio
substantivos,2,427,-,Epitafio,-,-,Epitaph,epitafio
substantivos,3,427,-,-,-,-,Grabschrift,epivaffio
substantivos,1,428,age,era,era,ère,Epoche,epoca
substantivos,2,428,era,época,época,époque,Ära,era
substantivos,3,428,epoch,período,período,période,Zeitrechnung,periodo
substantivos,1,429,eremite,eremita,eremita,ermite,Einsiedler,eremita
substantivos,2,429,hermit,anacoreta,ermitaño,troglodyte,Eremit,certosino
substantivos,3,429,recluse,ermitão,hermitaño,anachorète,Anachoret,anacoreta
substantivos,1,430,mistake,engano,equivocación,erreur,Fehler,errore
substantivos,2,430,error,equívoco,error,fausse couche,Fehlgeburt,sbaglio
substantivos,3,430,miscarriage,erro,yerro,faute,Irrtum,aborto
substantivos,1,431,grass,erva,grama,herbe,Gras,erba
substantivos,2,431,herb,grama,hierba,gazon,Rasen ’’m’,graminacea
substantivos,3,431,plumbago,relva,pasto,pelouse,Kraut,prato
substantivos,1,432,design,esboço,boceto,esquisse,Entwurf,progetto
substantivos,2,432,outline,croqui,bosquejo,croquis,Skizze,abbozzo
substantivos,3,432,sketch,desenho,croquis,brouillon,Abriss,abbozzare
substantivos,1,433,stairs,escada,escalera,escalier,Treppe,scala
substantivos,2,433,stair,Escada de mão,escalera de mano,échelle,Stiege,scala a pioli
substantivos,3,433,flight of stairs,escadademão,pasos,Escalier,Leiter,spalla
substantivos,1,434,scale,escama,escama,écaille,Schuppe,squama
substantivos,2,434,dermal denticles,escama de peixe,escamas,flocon,Fischschuppe,scaglie placoidi
substantivos,3,434,fish scales,lamela córnea,copo,-,Hautzähnchen,squame
substantivos,1,435,scarcity,escassez,Escasez,disette,Knappheit,deficit
substantivos,2,435,famine,penúria,déficit,pénurie,Mangel,mancanza
substantivos,3,435,shortage,ausência,escasez,Rareté,Hungersnot,carenza
substantivos,1,436,school,escola,escuela,école,Schule,scuola
substantivos,2,436,schools,colégio,universidad,collège,Hochschule,università
substantivos,3,436,schoolhouse,departamento,facultad,université,Universität,scuole
substantivos,1,437,scorpion,escorpião,escorpión,scorpion,Skorpion,scorpiones
substantivos,2,437,scorpions,scorpiones,alacrán,scorpiones,Skorpione,scorpioni
substantivos,3,437,scorpiones,Escorpiões,escorpiones,chabot,Scorpiones,corvina
substantivos,1,438,defense,defesa,defensa,enseigne,Verteidigung,conchiglia
substantivos,2,438,plaque,escudo,escudo,bouclier,Schild,proiettile
substantivos,3,438,shield,tabuleta,mantelete,écu,Abschirmung,scudo
substantivos,1,439,sphinx,esfinge,esfinge,sphinx,Sphinx,sfinge
substantivos,1,440,effort,esforço,esfuerzo,effort,Aufwand,sforzo
substantivos,2,440,attempt,empenho,afán,tentative,Anstrengung,fatica
substantivos,3,440,endeavour,tentativa,tentativa,essai,Bemühung,tensione
substantivos,1,441,drain,esgoto,Aguas negras,Eau d’égoût,Sielwasser,acque di scolo
substantivos,2,441,sump,redes de esgotos,aguas fecales,Eau usée ménagère,Schwarzwasser,cloaca
substantivos,3,441,sewage,Esgoto,alcantarillado,Eau usée urbaine,Abwasser,fogna
substantivos,1,442,sword,espada,espada,épée,Schwert,spada
substantivos,2,442,pin,espeto,brocheta,brochette,Spießen,spiedo
substantivos,3,442,poker,gládio,espada ropera,glaive,Degen,acciaio
substantivos,1,444,hope,esperança,esperanza,espoir,Hoffnung,speranza
substantivos,2,444,expectation,aguardar,confiar,espérance,Zuversicht,sperare
substantivos,3,444,desire,esperar,esperar,espérer,Erwartung,speme
substantivos,1,445,skewer,espeto,espiche,épieu,Spießen,spiedo
substantivos,2,445,pin,espada,brocheta,brochette,Bratspieß,spiedino
substantivos,3,445,poker,espetada,anticucho,broche,Grill,girarrosto
substantivos,1,446,mole,espiã,topo,taupe,Maulwurf,spia
substantivos,2,446,spy,espião,espía,espion,Spion,agente segreto
substantivos,1,447,sponge,esponja,esponja,éponge,Schwamm,spugna
substantivos,2,447,sponges,-,Copa,-,-,spugne
substantivos,1,448,skeleton,esqueleto,esqueleto,squelette,Gerippe,scheletro
substantivos,2,448,bones,osso,huesos,ossature,Skelett,ossa
substantivos,3,448,frame,Sistema esquelético,armazón,os,Gebein,carcassa
substantivos,1,449,angle,esquina,esquina,coin,Ecke,angolo
substantivos,2,449,corner,canto,rincón,cor,Eckball,angolo della strada
substantivos,3,449,street corner,chanfro,esquina de calle,corne,Kante,cantonata
substantivos,1,450,copy,estampa,estampa,image,Ansicht,illustrazione
substantivos,2,450,image,figura,figura,estampe,Bild,immagine
substantivos,3,450,picture,gravura,imagen,gravure,Abbild,pittura
substantivos,1,451,shelf,estante,estantería,rayonnage,Regal,scaffale
substantivos,2,451,rack,prateleira,armario,étagère,Schrank,armadio
substantivos,3,451,bookcase,armário,closet,casier,Pult,vetrina
substantivos,1,452,star,estrela,estrella,étoile,Stern,stella
substantivos,2,452,angel,astro,destino,vedette,Star,vedette
substantivos,3,452,fate,estrelho,sino,astre,Promi,astro
substantivos,1,453,manure,estrume,abono,fumier,Mist,letame
substantivos,2,453,fertilizer,esterco,estiércol,engrais,Dünger,deiezioni animali
substantivos,3,453,dung,bosta,abonos de cuadra,déjection animale,Stalldung,stallatico
substantivos,1,454,step,etapa,paso,pas,Schritt,passo
substantivos,2,454,lap,passo,etapa,étape,Phase,punto
substantivos,3,454,leg,parada,fase,stade,Stufe,procedere
substantivos,1,455,test,exame,test,examen,Examen,esame
substantivos,2,455,examination,teste,examen,test,Prüfung,analisi sensoriale
substantivos,3,455,sensory evaluation,organoléptico,degustación,dégustation,Erprobung,degustazione
substantivos,1,456,example,exemplo,ejemplo,exemple,Beispiel,esempio
substantivos,2,456,instance,somático,corporal,qui se rapporte au corps,Exempel,relativo al corpo
substantivos,3,456,sample,modelo,somático,somatique,Lehrbeispiel,somatico
substantivos,1,457,knife,faca,cuchilla,couteau,Messer,coltello
substantivos,2,457,hard clam,clame,cuchillo,praire,Venusmuschel,vongole dure
substantivos,3,457,hard shell clam,coitelo,chirla mercenaria,lingue,Dolch,coltelli
substantivos,1,458,fairy,fada,hada,fée,Fee Elfe,fata
substantivos,2,458,elfin,Fadas,elfa,elfe,Elfe,folletto
substantivos,3,458,enchantress,elfo,duende,lutin,Fee,spiritello
substantivos,1,459,spark,faísca,chispa,étincelle,Funke,scintilla
substantivos,2,459,flash,centelha,chispazo,lumière,Blitz,trasmettere alla radio
substantivos,3,459,flake,chispa,-,léger,Blitzschlag,vivacità
substantivos,1,460,bug,defeito,fallo,bogue,Ausfall,errore
substantivos,2,460,failure,falha,falla,échec,Mißerfolg,malfunzionamento
substantivos,3,460,fault,carência,falta,faille,Verschlechterung,avaria
substantivos,1,461,freight,fardo,fardo,balle,Ballen,balla
substantivos,2,461,load,feixe,bulto,ballot,Bündel,fascio
substantivos,3,461,burden,molho,fajo,botte,Pack,fastello
substantivos,1,462,scent,faro,faro,phare,Spürsinn,faro
substantivos,1,463,slice,fatia,cicatriz,balafre,Einschnitt,taglio
substantivos,2,463,chop,cicatriz,cortadura,tranche,Narbe,tagliare
substantivos,3,463,cut,corte,filete,tronçon,Scheibe,pezzo
substantivos,1,464,fauna,fauna,fauna,faune,Fauna,fauna
substantivos,2,464,animal life,Fauna,vida silvestre,vie sauvage,Tierwelt,animale
substantivos,3,464,zoology,fauna selvagem,animal,environnement,Tierreich,bestia
substantivos,1,465,fever,febre,fiebre,fièvre,Fieber,febbre
substantivos,2,465,temperature,pirexia,pirexia,pyréxie,erhöhte Temperatur,piressia
substantivos,3,465,ague,temperatura,temperatura,température,fieber,caldo
substantivos,1,466,fair,feira,feria,foire,Messe,fiera
substantivos,2,466,acquisition,bazar,adquisición,marché,Basar,mercato
substantivos,3,466,bazaar,compra,bazar,juste,Einkauf,acquisto
substantivos,1,467,achievement,cumprimento,logro m,accomplissement m,Vollendung f,realizzazione f
substantivos,2,467,done,feito,realización f,fait,fertig,riuscita
substantivos,3,467,feat,realização,realidad,acte,Akt,fatto
substantivos,1,468,happiness,alegria,alegría,bonheur,Fröhlichkeit,felicità
substantivos,2,468,felicity,felicidade,felicidad,fortune,Glück,gioia
substantivos,3,468,destiny,acaso,buena suerte,chance,Fügung,fortuna
substantivos,1,469,iron,ferro,hierro,fer,Eisen,ferro
substantivos,2,469,anchor,ferro de engomar,plancha,fer à repasser,Iise,ferro da stiro
substantivos,3,469,Fe,âncora,ancla,ancre,Bügeleisen,ancora
substantivos,1,470,party,balada,carrete,fête,Feier,festa
substantivos,2,470,anniversary,festa,fiesta,bringue,Fest,fisso
substantivos,3,470,celebration,night,pachanga,célébration,Party,banchetto
substantivos,1,471,fig,figo,higo,figue,Feige,fico
substantivos,2,471,figs,figueira,breva,figuier,feige,fichi
substantivos,3,471,common fig,-,higuera,-,-,vigliacco
substantivos,1,472,file,fila,fila,ligne,Reihe,coda
substantivos,2,472,line,abas,cola,rang,Schlange,fila
substantivos,3,472,row,bicha,rabo,rangée,Warteschlange,canottaggio
substantivos,1,473,film,filme,película,pelicule,Film,pellicola
substantivos,2,473,movie,película,film,film,verfilmen,film
substantivos,3,473,motion picture,Filme Fotográfico,películas,pellicule,Spielfilm,pellicole plastiche
substantivos,1,474,string,barbante,cordel,corde,Schnur,spago
substantivos,2,474,line,corda,cuerda,fil,Leine,corda
substantivos,3,474,thread,fio,mecate,ficelle,Faden,fune
substantivos,1,475,firm,firma,empresa,firme,Firma,ditta
substantivos,2,475,signature,empresa,compañias,entreprise,Unternehmen,affari
substantivos,3,475,businesses,negócio,empresas,maison de commerce,Gesellschaft,ditte
substantivos,1,476,clasp,fivela,hebilla,boucle de vêtement,Schnalle,abbottonatura
