Categoria,English,Portuguese,Spanish,French,German,Italian
substantivos,drove,gado,rebaño,troupeau,Dorsch,animali aziendali
substantivos,cabinet,gabinete,gabinete,bureau,Arbeitszimmer,armadio
substantivos,gem,gema,yema,joyau,Gelb,rosso d’uovo
substantivos,son-in-law,genro,yerno,beau-fils,Schwiegersohn,genero
substantivos,generator,gerador,generador,générateur,Erzeuger,generatore
substantivos,gesture,gesto,ademán,geste,Geste,gesto
substantivos,jelly,geleia,gelatina,gelée,Dicksaft,gelatina
substantivos,genetics,genética,genética,génétique,Genetik,genetica
substantivos,people,gente,gente,gens,Leute,gente
substantivos,ice,gelo,hielo,glace,Eis,giaccio
substantivos,giraffe,girafa,jirafa,girafe,Giraffe,giraffa
substantivos,grammar school,ginásio,bachillerato,collège,Gymnasium,palestra
substantivos,argot,gíria,argot,argot,Jargon,argot
substantivos,chalk,giz,tiza,craie,Kreide,gessetto
substantivos,draught,gole,bocado,bouchée,Schluck,centellino
substantivos,dolphin,golfinho,delfín,dauphin,Delphin,delfino
substantivos,India rubber,borracha,goma,gomme,Gummi,goma
substantivos,gorilla,gorila,gorila,gorille,Gorilla,gorilla
substantivos,bead,gota,gota,goutte,Tropfen,goccia
substantivos,grid,grade,cuadrícula,grille,Raster,griglia
substantivos,grass,erva,grama,herbe,Gras,erba
substantivos,bug,grampo,grapa,mouchard,Klammer,cimice
substantivos,tie,gravata,corbata,cravate,Krawatte,cravatta
substantivos,strike,ataque,huelga,grève,Streik,sciopero
substantivos,cricket,grilo,grillo,cri-cri,Grille,grillo
substantivos,wreath,coroa,guirnalda,guirlande,Blumengewinde,ghirlanda
substantivos,group,grupo,grupo,groupe,Gruppe,gruppo
substantivos,watch,guarda,conservación,garde,Wache,guardia
substantivos,gill,guelra,Agallas,branchie,Kieme,branchie
substantivos,ghetto,gueto,gueto,ghetto,Getto,ghetto
substantivos,tow truck,caminhão do reboque,vencejo,camion de remorquage,Schleppseil-LKW,camion di rimorchio
substantivos,guide book,guia,guia,guide touristique,Reiseführer,guida turistica
substantivos,guitar,guitarra,guitarra,guitare,Gitarre,chitarra
substantivos,stem,haste,barra,bâton,Barre,barra
substantivos,screw,hélice,hélice,hélice,Schraube,elica
substantivos,hibiscus,hibisco,hibisco,hibiscus,Hibiskus,ibisco
substantivos,hydrant,hidrante,-,bouche d’incendie,Hydrant,idrante
substantivos,hyena,hiena,hiena,hyène,Hyäne,iena
substantivos,hobby,hobby,afición,hobby,Hobby,hobby
substantivos,man,homem,hombre,homme,Herr,uomo
substantivos,horizon,horizonte,horizonte,horizon,Horizont,orizzonte
substantivos,age,idade,edad,âge,Alter,età
substantivos,idol,ídolo,ídolo,idole,Götze,idolo
substantivos,idea,ideia,idea,idée,Idee,idea
substantivos,language,idioma,idioma,langue,Sprache,lingua
substantivos,church,igreja,iglesia,église,Kirche,chiesa
substantivos,ignition,ignição,ignición,allumage,Verbrennung,accensione
substantivos,iguana,iguana,iguana,iguane,Leguan,iguana
substantivos,island,ilha,isla,île,Insel,isola
substantivos,picture,figura,imagen,image,Abbildung,immagine
substantivos,imam,imame,imán,imam,Imam,imam
substantivos,printer,impressora,impresora,imprimante,Drucker,stampante
substantivos,boost,impulso,impulso,incitation,Andrang,rincorsa
substantivos,fire,incêndio,incendio,incendie,Brand,incendio
substantivos,oedema,inchaço,edema,boursouflure,Gewebswassersucht,rigonfiamento
substantivos,Indian,indígena,Indígena,indien indienne,indianisch,indiana
substantivos,index,índice,índice,index,Index,indice
substantivos,industry,indústria,industria,industrie,Industrie,industria
substantivos,childhood,infância,infancia,enfance,Kindheit,infanzia
substantivos,bug,inseto,insecto,insecte,Wanze,bacarozzo
substantivos,insomnia,insônia,insomnio,Insomnie,Schlaflosigkeit,insonnia
substantivos,instinct,instinto,instinto,instinct,Instinkt,istinto
substantivos,tool,ferramenta,herramienta,outil,Gerät,arnese
substantivos,intention,intenção,intención,intention,Absicht,intenzione
substantivos,endogenous,interno,interior,intérieur,innerlich,interno
substantivos,introduction,introdução,entrada,introduction,Eintrag,voce
substantivos,winter,inverno,invierno,hiver,Winter,inverno
substantivos,envy,ciumes,envidia,envie,Neid,invidia
substantivos,invocation,invocação,invocación,invocation,-,invocazione
substantivos,yoghourt,iogurte,yogur,yaourt,Joghurt,yogurt
substantivos,ion,íon,ion,ion,ion,ione
substantivos,irony,ironia,ironía,ironie,Ironie,ironia
substantivos,bait,isca,carnada,amadou,Köder,esca
substantivos,tortoise,cágado,morrocoy,testudinidae,Landschildkröte,tartaruga
substantivos,alligator,jacaré,aligator,alligator,Alligator,alligatore
substantivos,jade,jade,jade,jade,Jade,giada
substantivos,garden,jardim,jardín,jardin,Garten,giardino
substantivos,jug,bilha,cántaro,cruche,Kanne,brocca
substantivos,cage,jaula,jaulas,cage,Käfig,conigliere
substantivos,jasmine,jasmim,jasminum,jasmin,Jasmin,gelsomino
substantivos,gender,espécie,género,genre,Abart,genere
substantivos,donkey,asno,asno,âne,Esel,asino
substantivos,boa,boa,boa,boa,Boa,boa
substantivos,ladybird,joaninha,mariquita,coccinelle,Marienkäfer,coccinella
substantivos,knee,joelho,rodilla,genou,Knie,ginocchio
substantivos,gem,jóia,joya,bijou,Edelstein,gemma
substantivos,play,jogo,juego,jeu,Spiel,gioco
substantivos,newspaper,jornal,periódico,journal,Zeitung,giornale
substantivos,jet,jorro,chorro,jaillissement,Schwall,getto
substantivos,judge,juiz,juez,arbitre,Schiedsrichter,arbitro
substantivos,foresight,juízo,razón,sagesse,Klugheit,saggezza
substantivos,trial,julgamento,juicio,jugement,Prozeß,giudizio
substantivos,oath,juramento,juramento,serment,Eid,giuramento
substantivos,justice,justiça,justicia,justice,Gerechtigkeit,giustizia
substantivos,labyrinth,labirinto,laberinto,labyrinthe,Labyrinth,labirinto
substantivos,hill,ladeira,cerro,colline,Hügel,collina
substantivos,lake,lago,lago,lac,See,lago
substantivos,blade,lâmina,cuchilla,lame,Klinge,lama
substantivos,snack,lanche,bocadillo,casse-croûte,Imbiss,spuntino
substantivos,spangle,lantejoula,lentejuela,diamante,Paillette,lustrino
substantivos,lapse,lapso,lapso,erreur,Versehen,lapsus
substantivos,pumpkin,abóbora,naranja,orange,Apfelsine,arancia
substantivos,can,lata,lata,bidon,Dose,lattina
substantivos,bark,latido,ladrido,aboiement,Bellen,abbaiamento
substantivos,lavander,lavanda,Lavándula,Lavandula,Lavendel,Lavandula
substantivos,lion,leão,león,lion,Leu,leone
substantivos,hare,lebre,liebre,lièvre,Hase,lepre
substantivos,legacy,legado,heredado,légat,Vorgänger-,legacy
substantivos,milk,leite,leche,lait,Milch,latte
substantivos,reading,leitura,comprensión lectora,lecture,Lesen,lettura
substantivos,reminder,lembrete,recordatorio,rappel,Memorandum,promemoria
substantivos,sheet,lençol,sábana,drap,Bettlaken,lenzuolo
substantivos,wood,lenha,madera,bois,Holz,legno
substantivos,fan,abanico,banda,fourchette,Fächer,ventagli
substantivos,slug,lesma,babosa,limace,Nacktschnecke,lumaca
substantivos,letter,letra,letra,lettre,Buchstabe,lettera
substantivos,East,levante,oriente,levant,Osten,levante
substantivos,freedom,liberdade,libertad,liberté,Freiheit,libertà
substantivos,pounds,libras,libras,livres,Pfund,libbre
substantivos,authorization,consentimento,autorización,licence,Erlaubnis,aspettativa
substantivos,head,cabeça,cabeza,chef,Haupt,duce
substantivos,lime,lima,lima,limette,Limette,lima
substantivos,threshold,limiar,umbral,seuil,Schwelle,soglia
substantivos,lemonade,limonada,limonada,citronnade,Limonade,limonata
substantivos,cunning,presepe,lindo,mignon,schön,bella
substantivos,accent,linha,dirección,ligne,Akzent,accento
substantivos,sale,liquidação,liquidación,liquidation,Abwicklung,saldo
substantivos,list,lista,lista,liste,Liste,lista
substantivos,book,livro,libro,livre,Buch,libro
substantivos,wolf,lobo,lobo,loup,Wolf,lupo
substantivos,local,local,local,local,lokal,piazza
substantivos,logic,lógica,lógica,logique,Logik,logica
substantivos,canvas,lona,lona,bâche,Segeltuch,tela
substantivos,board,lousa,pizarra,dalle,Tafel,lavagna
substantivos,madness,loucura,locura,folie,Wahnsinn,pazzia
substantivos,grief,luto,luto,deuil,Trauer,lutto
substantivos,affluence,luxo,abundancia,richesse,Reichtum,ricchezza
substantivos,light,luz,luz,lumière,Licht,luce
substantivos,lip,lábio,labio,lèvre,Lefze,labbro
substantivos,league,légua,legua,lieue,Meile,campionato
substantivos,male,macho,masculina,mâle masculin,männlich,maschile
substantivos,wound,ferida,herida,blessure,Verletzung,ferita
substantivos,wizardry,magia,magia,magie,Magie,magia
substantivos,suitcase,mala,maleta,valise,Koffer,valigia
substantivos,parent,mãe,madre,parent,Elternteil,genitore
substantivos,papaya,mamão,papaya,papaye,Papaya,albero dei meloni
substantivos,mammal,mamífero,mamífero,mammifère,Säugetier,mammifero
substantivos,mark,mancha,mancha,trace,Fleck,macchia
substantivos,authorization,mandato,mandato,mandat,Auftrag,mandato
substantivos,mango,manga,mango,mangue,Mango,manica
substantivos,crank,manivela,manivela,manivelle,Kurbel,manovella
substantivos,map,mapa,mapa,carte,Karte,carta
substantivos,ocean,mar,mar,mer,Meer,mare
substantivos,tide,maré,marea,marée,Gezeiten,marea
substantivos,bank,margem,orilla,bord,Ufer,argine
substantivos,husband,esposo,esposo,mari,Ehemann,marito
substantivos,dough,massa,masa,pâte,Teig,pasta
substantivos,woods,bosque,bosque,bois,Wald,bosco
substantivos,subject,matéria,materia,sujet,Thema,soggetto
substantivos,fear,medo,miedo,peur,Angst,paura
substantivos,sock,meia,calcetín Mexico,chaussette,Socke,calza
substantivos,affable,afável,afable,gentil,sanft,amichevole
substantivos,honey,mel,miel,miel,Honig,miele
substantivos,watermelon,melancia,sandía,melon d’eau,Wassermelone,anguria
substantivos,melody,melodia,melodía,mélodie,Melodie,melodia
substantivos,lie,mentira,mentira,mensonge,Lüge,bugia
substantivos,market,mercado,mercado,marché,Markt,mercato
substantivos,table,mesa,mesa,table,Tisch,tavola
substantivos,metal,metal,metal,métal,Metall,metallo
substantivos,meteor,meteoro,meteoro,météore,Meteor,bolide
substantivos,method,método,método,méthode,Art und Weise,metodo
substantivos,meter,metro,metro,mètre,Meter,metro
substantivos,mandarin orange,bergamota,mandarina,mandarine,Mandarine,mandarino
substantivos,wonder,milagre,milagro,miracle,Wunder,meraviglia
substantivos,corn,milho,capí,maïs,Kukuruz,mais
substantivos,mine,mina,mina,mine,Bergwerk,miniera
substantivos,ore,minério,mineral,minerai,Erz,minerale
substantivos,minute,minuto,minuto,minute,Minute,minuto
substantivos,crumb,miolo,almendra,mie,Krume,mollica
substantivos,overlook,belveder,mirador,belvédère,Aussichtspunkt,belvedere
substantivos,church,culto,servicio religioso,messe,Gottesdienst,funzione
substantivos,enigma,enigma,enigma,énigme,Geheimnis,enigma
substantivos,need,mister,empleo,métier,Anstellung,impiego
substantivos,boy,baixinho,chaval,garçon,Junge,bambino
substantivos,type,modelo,estereotipo,patron,Form,modello
substantivos,template,gabarito,plantilla,calibre,Schablone,mascherina
substantivos,gravy,molho,salsa,sauce,Brühe,salsa
substantivos,minute,instante,minuto,instant,Moment,attimo
substantivos,monk,monge,fraile,moine,Mönch,monaco
substantivos,mount,montanha,montaña,montagne,Berg,monte
substantivos,monument,monumento,monumento,monument,Denkmal,monumento
substantivos,girl,menina,chica,fille,Mädchen,bambina
substantivos,dwelling,domicílio,vivienda,logement,Wohnsitz,abitazioni
substantivos,bite,mordedura,mordida,morceau,Biss,morso
substantivos,bat,morcego,murciélago,chauve-souris,Fledermaus,pipistrello
substantivos,butler,mordomo,mayordomo,bouteiller,Butler,maggiordomo
substantivos,pall,mortalha,obenque,linceul,Leichentuch,drappo funebre
substantivos,fly,mosca,mosca,mouche,Fliege,mosca
substantivos,motel,motel,motel,love hotel,Motel,motel
substantivos,bike,moto,moto,moto,Motorrad,motociclo
substantivos,motion,movimento,movimiento,mouvement,Umsatz,movimento
substantivos,woman,mulher,mujer,dame,Dame,donna
substantivos,world,mundo,mundo,monde,Welt,mondo
substantivos,buttock,nádega,nalga,cul,Backe,natica
substantivos,daffodil,narciso,narciso,jonquille,Narzisse,narciso
substantivos,nose,nariz,nariz,nez,Nase,naso
substantivos,natal,natal,natal,maison,Geburts…,natale
substantivos,ship,navio,barco,vaisseau,Schiff,vascello
substantivos,nectar,néctar,néctar,nectar,Göttertrank,nettare
substantivos,fog,neblina,niebla,brouillard,Nebel,nebbia
substantivos,affair,negócio,asunto,chose,Angelegenheit,affare
substantivos,bold,negrito,negrita,gras,fett,grassetto
substantivos,nerve,nervo,nervio,nerf,Nerv,nervo
substantivos,grandson,neto,nieto,petit-fils,Enkel,nipote
substantivos,snow,neve,nieve,neige,Schnee,neve
substantivos,level,nível,nivel,niveau,Niveau,livella
substantivos,niche,nicho,nicho,niche,Nische,alcova
substantivos,ninja,ninja,ninja,ninja,Ninja,ninja
substantivos,nest,ninho,nido,nid,Nest,nido
substantivos,nickel,níquel,níquel,nickel,Nickel,nichel
substantivos,evening,noite,tarde,soir,Abend,serata
substantivos,name,nome,nombre,nom,Name,nome
substantivos,ninth,nono,nono,neuvième,neunte,nono
substantivos,engagement,noivado,compromiso,accordailles,Verlobung,fidanzamento
substantivos,mark,nota,calificación,note,Note,voto
substantivos,news,notícia,prestar atención,dépêche,Neuigkeit,notizie
substantivos,cloud,nuvem,nube,nuage,Wolke,nuvola
substantivos,nucleus,núcleo,cuesco,noyau,Kern,nucleo
substantivos,abashment,aperto,apuro,embarras,Hemmnis,modestia
substantivos,object,objeto,objeto,objet,Objekt,oggetto
substantivos,death,morte,muerte,mort,Tod,morte
substantivos,work,obra,obra,ouvrage,Werk,lavoro
substantivos,duty,dever,deber,devoir,Pflicht,dovere
substantivos,obstacle,obstáculo,barrera,barrière,Barriere,barra
substantivos,instance,ocasião,ocasión,aventure,Gelegenheit,occasione
substantivos,ocean,oceano,océano,océan,Ozean,oceano
substantivos,instance,ocasião,caso,occasion,Anfrage,caso
substantivos,occupation,ocupação,ocupaciones,occupation,Beschäftigung,categorie professionali
substantivos,hatred,ódio,odio,haine,Hass,odio
substantivos,offer,oferta,oferta,offre,Anerbieten,offerta
substantivos,atelier,ateliê,obrador,atelier,Atelier,workshop
substantivos,oil,óleo,aceite,huile,Öl,olio
substantivos,glance,olhada,ojeada,regard,Blick,occhiata
substantivos,eye,olho,ojo,œil,Auge,occhio
substantivos,shoulder,ombro,hombro,épaule,Schulter,spalla
substantivos,bus,autocarro,autobús,autobus,Bus,autobus
substantivos,opal,opala,ópalo,opale,Opal,opala
substantivos,operation,operação,operación,opération,Operation,operazione
substantivos,opinion,opinião,opinión,avis,Anschauung,concetto
substantivos,chance,oportunidade,oportunidad,circonstance favorable,Zweckmäßigkeit,opportunità
substantivos,clause,oração,oración,prière,Gebet,preghiera
substantivos,orator,orador,orador,orateur,Redner,oratore
substantivos,ball,bola,globo,boule,Kugel,globo
substantivos,order,ordem,orden,ordre,Ordnung,ordine
substantivos,ear,orelha,oreja,oreille,Ohr,orecchio
substantivos,orphanage,orfanato,huérfano,orphelinat,Waisenhaus,orfano
substantivos,pride,orgulho,orgullo,la fierté,Etelkeit,orgoglio
substantivos,targeting,canalização,fijación de metas,ciblage,Begleitung der Schüler,counselling
substantivos,mouth,boca,acción de atravesar una parte,embouchure,Durchbruch,imboccatùra
substantivos,origin,origem,origen,origine,Ursprung,origine
substantivos,ornament,ornamento,ornamento,ornement,Verzierung,ornamento
substantivos,orchestra,orquestra,orquesta,orchestre,Orchester,orchestra
substantivos,dew,orvalho,rocío,rosée,Tau,rugiada
substantivos,oscillation,oscilação,modificación de propiedades,variation,Variantenbildung,CO2
substantivos,bone,osso,hueso,os,Bein,osso
substantivos,display,bomba,bomba,pompe,Gala,pompa
substantivos,optics,óptica,óptica,optique,Optik,ottica
substantivos,optimism,otimismo,optimismo,optimisme,Optimismus,ottimismo
substantivos,autumn,outono,otoño,automne,Herbst,autunno
substantivos,ear,orelha,oreja,oreille,Ohr,orecchio
substantivos,roes,ova,huevas,oeufs de poisson,Rogen,uova di pesci
substantivos,sheep,ovelha,oveja,mouton,Schaf,pecora
substantivos,egg,ovo,huevo,œuf,Ei,ovulo
substantivos,oxygen,oxigénio,oxígeno,oxygène,Sauerstoff,ossigeno
substantivos,ozone,ozônio,ozono,ozone,Ozon,ozono
substantivos,opera,ópera,ópera,opéra,Oper,opera
substantivos,orbit,órbita,órbita,orbite,Orbit,orbita
substantivos,organ,órgão,órgano,organe,Organ,organo
substantivos,onyx,ônix,ónix,onyx,Onyx,onice
substantivos,agreement,pacto,pacto,accord,Übereinstimmung,patto
substantivos,baker,padeiro,panadero,boulanger,Bäcker,panettiera
substantivos,page,página,página,page,Seite,pagina
substantivos,parent,mãe,madre,parent,Elternteil,genitore
substantivos,country,nação,país,pays,Land,paese
substantivos,word,palavra,palabra,mot,Wort,parola
substantivos,straw,colmo,paja,paille,Getreidehalm,paglia
substantivos,pick,palito,mondadientes,cure-dent,Zahnstocher,stecchino
substantivos,cloth,pano,tela,tissu,Stoff,stoffa
substantivos,can,panela,olla,pot,Gefäß,casseruola
substantivos,paper,papel,papel,papier,Papier,carta
substantivos,parrot,papagaio,cotorra,perroquet,Papagei,pappagallo
substantivos,paradox,paradoxo,paradoja,paradoxe,Paradox Paradoxon,paradosso
substantivos,parcel,lote,parcelas,parcelle,Kleingarten,appezzamenti a orto
substantivos,wall,parede,pared,mur,Mauer,muro
substantivos,park,parque,parques,parc,Park,parchi
substantivos,piece,parte,participación,part,Anteil,parte
substantivos,step,etapa,paso,pas,Schritt,passo
substantivos,dough,massa,pasta,pâte,Teig,cartella
substantivos,apparent,evidente,evidente,évident,anschaulig,chiaro
substantivos,duck,pato,pato,canard,Ente,anatra
substantivos,peace,paz,paz,calme,Frieden,pace
substantivos,foot,pé,pie,pied,Fuß,piede
substantivos,piece,peça,bloque,bloc,Block,blocco
substantivos,fish,peixe,pescado,poisson,Fisch,pesce
substantivos,film,filme,film,film,Film,film
substantivos,time,pena,punición,peine,Strafe,pena
substantivos,comb,pente,peine,peigne,Kamm,cresta
substantivos,nugget,pepita,pepita,pépite,Klumpen,pepita
substantivos,danger,perigo,peligro,danger,Gefahr,pericolo
substantivos,leg,perna,pata,jambe,Bein,coscia
substantivos,person,pessoa,personaje,personne,Person,persona
substantivos,oil,petróleo,petróleo,pétrole,Öl,benzina
substantivos,piano,piano,piano,piano,Klavier,pianoforte
substantivos,bite,picada,picadura,mordre,Biss,puntura
substantivos,zenith,extremidade,cima,pointe,Kulm,punta
substantivos,compassion,compaixão,lástima,apitoiement,Barmherzigkeit,peccato
substantivos,pajamas,pijama,pijama,pyjama,Schlafanzug,pigiama
substantivos,queue,pilha,acervo,masse,Haufen,folla
substantivos,pepper,pimenta,pimienta,poivre,Pfeffer,pepe
substantivos,paintbrush,pincel,pincel,pinceau,Pinsel,pennello
substantivos,iota,pingo,gota,goutte,Tropfen,goccia
substantivos,popcorn,pipoca,popcorn Puerto Rico,popcorn,Popcorn,popcorn
substantivos,pyramid,pirâmide,pirámide,pyramide,Pyramide,piramide
substantivos,saucer,pires,platillo,soucoupe,Untertasse,piattino
substantivos,swimming pool,piscina,alberca,piscine,Hallenbad,piscina
substantivos,strip,pista,banda,voie,Bahn,binario
substantivos,Surinam cherry,pitanga,Eugenia uniflora,Eugenia uniflora,Eugenia Uniflora,Eugenia uniflora
substantivos,plate,placa,anaquel,plaque,Platte,asse
substantivos,planet,planeta,planeta,planète,Planet,planeta
substantivos,flat,plano,llano,plain,flach,piano
substantivos,plastic,plástico,plástico,plastique,Plastik,plastica
substantivos,tyre,pneu,cubierta Paraguay,pneu,Reifen,gomma
substantivos,poverty,pobreza,pobre,pauvre,Armut,povertà
substantivos,sty,pocilga,alojamiento de cerdos,porcherie,Schweinestall,porcilaie
substantivos,may,poder,poder,pouvoir,dürfen,potere
substantivos,poem,poema,oda,poème,Gedicht,poema
substantivos,point,ponto,punto de encuentro,point,Punkt,punto
substantivos,population,população,población,population,Bevölkerung,populazione
substantivos,pig,porco,cerdo,cochon,Schwein,maiale
substantivos,bit,bocado,cociente entre dos cantidades,petit morceau,Bissen,poca
substantivos,door,porta,puerta,porte,Türe,porta
substantivos,place,local,posición,lieu,Platz,posizione
substantivos,bar,bastão,barra,bâton,Barre,barra
substantivos,can,panela,olla,pot,Gefäß,barattolo
substantivos,power,potência,potencia,puissance,Großmacht,potenza
substantivos,square,praça,plaza,marché,Platz,piazza
substantivos,sand,praia,playa,plage,Sand,spiaggia
substantivos,bed,canteira,anaquel,planche,Ablagebrett,asse
substantivos,dish,prato,plato,assiette,Teller,piatto
substantivos,joy,alegria,alegría,plaisir,Freude,gioia
substantivos,price,preço,precio,prix,Preis,prezzo
substantivos,quarry,presa,colmillo,proie,Beute,cava di pietra
substantivos,haste,pressa,prisa,hâte,Geschwindigkeit,fretta
substantivos,cousin,prima,prima,cousin,Cousin,cugina
substantivos,cousin,prima,prima,cousin,Cousin,cugina
substantivos,prison,prisão,prisión,prison,Gefängnis,prigione
substantivos,problem,problema,problema,problème,Problem,problema
substantivos,product,produto,producto,produit,Produkt,prodotto
substantivos,prophet,profeta,profeta,prophète,Prophet,profeta
substantivos,test,prova,prueba,épreuve,Probe,prova
substantivos,jump,pulo,cascada,saut,Sprung,cascata
substantivos,fist,punho,puño,poing,Faust,pugno
substantivos,purity,pureza,pureza,propreté,Reinheit,impurità
substantivos,board,lousa,pizarra,liste,Tafel,lista
substantivos,square,quadrado,cuadrado,carré,Quadrat,quadrato
substantivos,quarantine,quarentena,cuarentena,quarantaine,Quarantäne,quarantena
substantivos,bankruptcy,falência,bancarrota,banqueroute,Bankerott,fallimento
substantivos,fall,queda,caída,chute,Absturz,caduta
substantivos,cheese,queijo,queso,fromage,Käse,cacio
substantivos,kilometer,quilômetro,kilómetro,kilomètre,Kilometer,chilometro
substantivos,kiosk,quiosque,quiosco,borne,Kiosk,chiosco multimediale
substantivos,radish,rabanete,rábano,radis,Radieschen,ravanello
substantivos,tail,cauda,cola,queue,Schwanz,coda
substantivos,ration,porção,raciones,portion,Anteil,razione
substantivos,radio,rádio,radio,radium,Radium,radio
substantivos,radius,raio,radio,rayon,Radius,fulmine
substantivos,grater,ralador,rallador,Râpe,Raspel,grattacacio
substantivos,branch,ramo,departamento,branche,Ast,branca
substantivos,ranch,rancho,rancho,propriété,Ranch,fattoria
substantivos,fox,raposa,zorra,goupil,Fuchs,volpe
substantivos,hoe,rastro,huella,trace,Spur,traccia
substantivos,mouse,camundongo,ratón,souris,Maus,ratto
substantivos,ratio,razão,razón,rapport,Klugheit,saggezza
substantivos,offshoots,rebento,retono,bourgeon,Sprössling,gemme di controcchio
substantivos,message,recado,embajada,commission,Botschaft,commissione
substantivos,recipe,receita,receta,recette,Kochrezept,ricetta
substantivos,advertisement,anúncio,anuncio,annonce,Werbung,annuncio
substantivos,means,meio,medio,moyen,Mittel,risorsa
substantivos,network,rede,red,réseau,Netzwerk,rete
substantivos,hostage,refém,rehén,otage,Geisel,ostaggio
substantivos,reform,reforma,reforma,réforme,Reform,restauro
substantivos,region,região,región,région,Gegend,regione
substantivos,king,rei,rey,roi,König,re
substantivos,kingdom,reino,reino,royaume,Königreich,reame
substantivos,reject,rejeição,rechazo,rejet,Nichtanerkennung,ripudio
substantivos,clock,relógio,reloj,horloge,Uhr,orologio
substantivos,oar,remo,remo,rame,Ruder,remo
substantivos,medicine,remédio,medicamento,médicament,Arznei,medicina
substantivos,lace,renda,encaje,dentelle,Spitze,beneficio
substantivos,cabbage,repolho,col,chou,Kohl,cavolo
substantivos,dam,barragem,represa,barrage,Damm,argine
substantivos,encashment,mobilização,cobro,conversion en liquidités,Einlösung,riscatto
substantivos,residue,resíduo,residuos,résidu,Treber,residui
substantivos,answer,resposta,respuesta,réponse,Antwort,risposta
substantivos,remainder,resto,resto,invendu,Rest,avanzo
substantivos,retina,retina,retina,rétine,Netzhaut,retina
substantivos,portrait,retrato,retrato,portrait,Porträt,ritratto
substantivos,magazine,revista,revista,magazine,Zeitschrift,rivista
substantivos,prayer,reza,comunión,oraison,Gebet,preghiera
substantivos,bluff,ribanceira,orilla,côte,Küste,costa
substantivos,lottery,loteria,lotería,loterie,Lotterie,riffa
substantivos,rhyme,rima,rima,rime,Reim,rima
substantivos,river,rio,río,fleuve,Fluss,fiume
substantivos,wealth,riqueza,riqueza,richesse,Fülle,ricchezza
substantivos,laugh,risada,Larisa,rire,Lachen,risata
substantivos,line,risco,riesgo,trait,Linie,linea
substantivos,pace,ritmo,ritmo,rythme,Rhythmus,ritmo
substantivos,wheel,roda,rueda,roue,Rad,ruota
substantivos,rodent,roedor,roedor,rongeur,Nager,roditore
substantivos,cork,rolha,corcho,bouchon,Kork,tappo
substantivos,pink,cor-de-rosa,rosa,rose,rosa,rosa
substantivos,soap,sabão,jabón,savon,Seife,sapone
substantivos,flavour,sabor,gusto,goût,Geschmack,aroma
substantivos,pocket,sacola,bolsa,poche,Tasche,tasca
substantivos,sacrifice,sacrifício,ofrenda,sacrifice,Opfer,sacrificio
substantivos,exit,saída,salida,issue,Ausgang,uscita
substantivos,room,aposento,cuarto,chambre,Raum,camera
substantivos,salad,salada,ensalada,salade,Salat,insalata
substantivos,wage,ordenado,salario,salaire,Lohn,salario
substantivos,leap,salto,salto,bond,Sprung,salto
substantivos,samba,samba,samba,samba,Samba,samba
substantivos,ratification,homologação,sanción,sanction,Sanktion,sanzione
substantivos,blood,sangue,sangre,sang,Blut,sangue
substantivos,shoe,sapato,zapato,chaussure,Schuh,scarpa
substantivos,measles,sarampo,sarampión,rougeole,Masern,morbillo
substantivos,homesickness,saudade,anhelo,longtemps,Sehnsucht,brama
substantivos,hedge,sebe,cerca viva,clôture vivante,Hecke,recinti naturali
substantivos,thirst,sede,sed,soif,Durst,sete
substantivos,secret,segredo,secreto,secret,Geheimnis,segreto
substantivos,sect,seita,culto,secte,Sekte,setta
substantivos,pitch,seiva,jugo,jus,Saft,resina
substantivos,jungle,floresta,jungla,jungle,Dschungel,giungla
substantivos,pip,caroço,pipa,pépin,Zacken,seme
substantivos,password,senha,contraseña,mot de passe,Codewort,passcode
substantivos,sir,senhor,señor,monsieur,Herr,signore
substantivos,captors,detector,detectores,capteur,Detektor,acquisitori
substantivos,sentence,sentença,sentencia,jugement,Urteil,condanna
substantivos,snake,serpente,culebra,serpent,Schlange,biscia
substantivos,service,serviço,cargo,service,Amt,divisione
substantivos,session,sessão,sesión,séance,Sitzung,sessione
substantivos,arrow,flecha,flecha,flèche,Pfeil,freccia
substantivos,you,seu,su,bande de,du,sua
substantivos,sixth,sexta,sexto,sixième,Freitag,sesta
substantivos,secret,segredo,secreto,secret,Geheimnis,segreto
substantivos,sign,signo,seña,signal,Abzeichen,segno
substantivos,quiet,calada,silencio,silence,Schweigen,silenzio
substantivos,outline,recorte,silueta,silhouette,Schattenriß,siluetta
substantivos,silo,silo,silos,silo,Silo,silos
substantivos,Chinese,chinesa,china,chinois,chinesisch,cinese
substantivos,symptom,sintoma,síntoma,symptôme,Symptom,fenomeno
substantivos,system,sistema,sistema,système,Ordnung,sistema
substantivos,situation,situação,situación,situation,situation,situazione
substantivos,loft,sobrado,buhardilla,grenier,Boden,granaio
substantivos,leftover,sobra,resto,solde,Überbleibsel,ritaglio
substantivos,membership,associação,sociedad,adhésion,Mitgliedschaft,società
substantivos,soy,soja,soja,soja,Sojabohne,soia
substantivos,sun,sol,sol,soleil,Sonne,sole
substantivos,solitude,solidão,soledad,solitude,Einsamkeit,solitudine
substantivos,shadow,sombra,sombra,ombre,Schatten,ombra
substantivos,sound,som,sonido,son,Laut,suono
substantivos,dream,sonho,sueño,rêve,Traum,sogno
substantivos,soup,sopa,crema,soupe,Suppe,zuppa
